<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: commercial_tg.csv>index,市售TG编号,证据等级,品牌/商业体系,具体样品/状态,关联product_id,品牌/厂家,基材类别,材料形态,组成/产品描述,面密度(g/m²),状态/处理,典型城市用途,气氛,气体流量(mL/min),升温速率(°C/min),温度起点(°C),温度终点(°C),T5(°C),T10(°C),T50(°C),Tonset/起始分解(°C),Tmax1(°C),Tmax2(°C),最大失重速率,速率单位,残余温度(°C),残余质量(%),LOI(%),其他TG/DTG原文信息,数值来源,来源类型,来源题名,年份,DOI,来源URL,匹配范围,限制/冲突,可直接用于数值分析,检索日期
238,CTG0239,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,C-D4-P,,,棉,织物,cotton fabric,,C-D4-P,耐洗阻燃/疏水工装与公共纺织参照,N2,,,,,,,,293.95,323.56,,1.239,,700.0,19.01,,Table 4另给三阶段质量损失和各阶段起始温度；当前核心表先保留Tonset/主DTG峰/R700。,原文Table 4,原始论文开放全文,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,真实棉织物，包含洗后/W状态；S5高价值耐久参照,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。,是,2026-09-06
239,CTG0240,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,C-D4-P/W,,,棉,织物,cotton fabric,,C-D4-P/W,耐洗阻燃/疏水工装与公共纺织参照,N2,,,,,,,,313.56,330.71,,1.813,,700.0,11.88,,Table 4另给三阶段质量损失和各阶段起始温度；当前核心表先保留Tonset/主DTG峰/R700。,原文Table 4,原始论文开放全文,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,真实棉织物，包含洗后/W状态；S5高价值耐久参照,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。,是,2026-09-06
240,CTG0241,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,C-PS,,,棉,织物,cotton fabric,,C-PS,耐洗阻燃/疏水工装与公共纺织参照,N2,,,,,,,,340.62,361.63,,2.126,,700.0,11.59,,Table 4另给三阶段质量损失和各阶段起始温度；当前核心表先保留Tonset/主DTG峰/R700。,原文Table 4,原始论文开放全文,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,真实棉织物，包含洗后/W状态；S5高价值耐久参照,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。,是,2026-09-06
241,CTG0242,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,C-PS-P,,,棉,织物,cotton fabric,,C-PS-P,耐洗阻燃/疏水工装与公共纺织参照,N2,,,,,,,,294.29,322.15,,1.384,,700.0,18.13,,Table 4另给三阶段质量损失和各阶段起始温度；当前核心表先保留Tonset/主DTG峰/R700。,原文Table 4,原始论文开放全文,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,真实棉织物，包含洗后/W状态；S5高价值耐久参照,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。,是,2026-09-06
242,CTG0243,C-真实耐洗功能棉,polysiloxane/cyclosiloxane/POSS + dithiophosphate,C-PS-P/W,,,棉,织物,cotton fabric,,C-PS-P/W,耐洗阻燃/疏水工装与公共纺织参照,N2,,,,,,,,303.16,327.08,,1.69,,700.0,13.89,,Table 4另给三阶段质量损失和各阶段起始温度；当前核心表先保留Tonset/主DTG峰/R700。,原文Table 4,原始论文开放全文,"Flame-Retardant and Hydrophobic Cotton via Alkoxysilyl-Functionalized Polysiloxanes, Cyclosiloxanes, and POSS with Surface Thiol-Ene Dithiophosphate Grafting",2026.0,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12842728/,真实棉织物，包含洗后/W状态；S5高价值耐久参照,DTG_peak单位在当前表头展示不完整，保留数值但速率单位暂不填。,是,2026-09-06
243,CTG0244,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,Cotton,,,棉,织物,cotton fabric,,pristine,阻燃棉/技术纺织机理与热响应参照,,,,,,322.0,,,,380.0,,1.9,%/K,700.0,10.2,,Residue at Tmax=42.2%；add-on=— wt%。,原文Table 2；TD/TD220 LOI来自Table 1,原始论文开放获取,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,高质量棉织物TG+LOI配对；S5重要机制参照,商业SKU不明确，归为高质量文献真实织物而非市售SKU。,是,2026-09-06
244,CTG0245,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,TD,,,棉,织物,cotton fabric,,TD finish,阻燃棉/技术纺织机理与热响应参照,,,,,,252.0,,,,308.0,,1.4,%/K,700.0,38.2,29.2,Residue at Tmax=70.1%；add-on=19.2 wt%。,原文Table 2；TD/TD220 LOI来自Table 1,原始论文开放获取,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,高质量棉织物TG+LOI配对；S5重要机制参照,商业SKU不明确，归为高质量文献真实织物而非市售SKU。,是,2026-09-06
245,CTG0246,C-高质量原始棉织物机制数据,tris-phosphoramidate TD,TD220,,,棉,织物,cotton fabric,,TD finish + 220°C brief curing,阻燃棉/技术纺织机理与热响应参照,,,,,,278.0,,,,314.0,,1.7,%/K,700.0,36.6,26.6,Residue at Tmax=69.4%；add-on=12.6 wt%。,原文Table 2；TD/TD220 LOI来自Table 1,原始论文开放获取,On the hunt for the PO radical: How substrate interactions shape the gas-phase mechanism of phosphoramidate flame retardants,2026.0,10.1016/j.polymdegradstab.2026.112025,https://www.sciencedirect.com/science/article/pii/S0141391026001060,高质量棉织物TG+LOI配对；S5重要机制参照,商业SKU不明确，归为高质量文献真实织物而非市售SKU。,是,2026-09-06
246,CTG0247,C-高质量棉织物P-FR体系,functionalized phosphorus FR,Cotton,,,棉,织物,cotton fabric,,pristine,阻燃棉热响应/机理参照,N2,,,,,322.0,,,,380.0,,,,700.0,10.2,,Residue at Tmax=42.2%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
247,CTG0248,C-高质量棉织物P-FR体系,functionalized phosphorus FR,TPPOX,,,棉,织物,cotton fabric,,TPPOX phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,227.0,,,,380.0,,,,700.0,5.0,,Residue at Tmax=34.4%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
248,CTG0249,C-高质量棉织物P-FR体系,functionalized phosphorus FR,TPP,,,棉,织物,cotton fabric,,TPP phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,222.0,,,,368.0,,,,700.0,7.4,,Residue at Tmax=30.4%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
249,CTG0250,C-高质量棉织物P-FR体系,functionalized phosphorus FR,DPPA,,,棉,织物,cotton fabric,,DPPA phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,275.0,,,,327.0,,,,700.0,9.1,,Residue at Tmax=45.8%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
250,CTG0251,C-高质量棉织物P-FR体系,functionalized phosphorus FR,DPPOH,,,棉,织物,cotton fabric,,DPPOH phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,230.0,,,,255.0,,,,700.0,24.4,,Residue at Tmax=66.4%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
251,CTG0252,C-高质量棉织物P-FR体系,functionalized phosphorus FR,BPA,,,棉,织物,cotton fabric,,BPA phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,220.0,,,,258.0,,,,700.0,30.0,,Residue at Tmax=66.5%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
252,CTG0253,C-高质量棉织物P-FR体系,functionalized phosphorus FR,PPA,,,棉,织物,cotton fabric,,PPA phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,204.0,,,,265.0,,,,700.0,35.5,,Residue at Tmax=69.7%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
253,CTG0254,C-高质量棉织物P-FR体系,functionalized phosphorus FR,H3PO4,,,棉,织物,cotton fabric,,H3PO4 phosphorus finish,阻燃棉热响应/机理参照,N2,,,,,190.0,,,,238.0,,,,700.0,39.8,,Residue at Tmax=70.6%；FR finishes applied at comparable phosphorus area loading (~3 g/m²).,原文Table 3,原始论文开放全文,The Gas- and Condensed-Phase Efficacy of Functionalized Phosphorus Flame Retardants for Cotton Fabric: Phenyl vs. Phenoxy Groups,2025.0,10.3390/polym17070924,https://pmc.ncbi.nlm.nih.gov/articles/PMC11990989/,真实棉织物；系统化P-FR结构系列，适合热响应空间,同研究多化学物结构，保留study内相关性。,是,2026-09-06
254,CTG0255,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,Control cotton,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,control,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,292.3,,,,366.7,,,,800.0,8.9,18.1,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
255,CTG0256,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,C10,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,DMBHP bath=10 wt%; weight gain=7.9 wt%,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,244.5,,,,292.5,,,,800.0,31.2,24.5,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
256,CTG0257,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,C15,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,DMBHP bath=15 wt%; weight gain=11.8 wt%,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,241.5,,,,292.4,,,,800.0,31.4,26.5,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
257,CTG0258,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,C20,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,DMBHP bath=20 wt%; weight gain=15.1 wt%,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,241.5,,,,289.9,,,,800.0,33.4,28.1,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
258,CTG0259,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,C25,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,DMBHP bath=25 wt%; weight gain=20.5 wt%,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,238.1,,,,289.9,,,,800.0,33.7,30.2,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
259,CTG0260,C-真实棉织物TG+LOI配对,DMBHP phosphoramidate,C30,,Weifang Qirong Textile Co. Ltd. cotton substrate,棉,织物,"mercerized cotton fabric, 140 g/m²",140.0,DMBHP bath=30 wt%; weight gain=24.7 wt%,棉织物热响应/阻燃整理参照,N2,,10,35.0,800.0,224.9,,,,285.0,,,,800.0,38.0,31.1,约5 mg；STA6000。LOI与TG均对应同一处理浓度状态。,原文Table 1 + Table 2,原始论文开放全文,Synthesis of a phosphoramidate flame retardant and its flame retardancy on cotton fabrics,2020.0,10.1515/epoly-2020-0059,https://doi.org/10.1515/epoly-2020-0059,中国真实棉织物基材；S5辅助参照,实验阻燃整理，不是市售SKU。,是,2026-09-06
260,CTG0261,B-商业阻燃剂/真实重型棉织物,Antiblaze MCM,Antiblaze MCM/250,,Albemarle/Rhodia,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",360.0,acrylic back-coating formulation; initial dry add-on=13.9%,家具/软包/公共场所重型棉背涂织物,,,,,,,,,,,,,,500.0,30.9,23.2,论文明确对全部6个背涂样品进行了TGA和LOI；R500来自Table 5。,原文Table 5,原始论文全文,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,明确商业阻燃剂+360 g/m²商业棉布；与S5 350 g/m²非常接近,不是具体终端SKU；Fyrol 51/250的R500原文缺失。,是,2026-09-06
261,CTG0262,B-商业阻燃剂/真实重型棉织物,Antiblaze NH,Antiblaze NH/250,,Albemarle/Rhodia,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",360.0,acrylic back-coating formulation; initial dry add-on=11.0%,家具/软包/公共场所重型棉背涂织物,,,,,,,,,,,,,,500.0,26.1,20.8,论文明确对全部6个背涂样品进行了TGA和LOI；R500来自Table 5。,原文Table 5,原始论文全文,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,明确商业阻燃剂+360 g/m²商业棉布；与S5 350 g/m²非常接近,不是具体终端SKU；Fyrol 51/250的R500原文缺失。,是,2026-09-06
262,CTG0263,B-商业阻燃剂/真实重型棉织物,Antiblaze CU,Antiblaze CU/250,,Rhodia Specialities,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",360.0,acrylic back-coating formulation; initial dry add-on=11.9%,家具/软包/公共场所重型棉背涂织物,,,,,,,,,,,,,,500.0,18.3,26.3,论文明确对全部6个背涂样品进行了TGA和LOI；R500来自Table 5。,原文Table 5,原始论文全文,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,明确商业阻燃剂+360 g/m²商业棉布；与S5 350 g/m²非常接近,不是具体终端SKU；Fyrol 51/250的R500原文缺失。,是,2026-09-06
263,CTG0264,B-商业阻燃剂/真实重型棉织物,Antiblaze CU,Antiblaze CU/100,,Rhodia Specialities,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",360.0,acrylic back-coating formulation; initial dry add-on=22.3%,家具/软包/公共场所重型棉背涂织物,,,,,,,,,,,,,,500.0,18.8,23.6,论文明确对全部6个背涂样品进行了TGA和LOI；R500来自Table 5。,原文Table 5,原始论文全文,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,明确商业阻燃剂+360 g/m²商业棉布；与S5 350 g/m²非常接近,不是具体终端SKU；Fyrol 51/250的R500原文缺失。,是,2026-09-06
264,CTG0265,B-商业阻燃剂/真实重型棉织物,Fyrol 51,Fyrol 51/250,,Akzo,棉,织物,"commercially bleached 100% cotton fabric, 360 g/m²",360.0,acrylic back-coating formulation; initial dry add-on=16.6%,家具/软包/公共场所重型棉背涂织物,,,,,,,,,,,,,,,,26.1,论文明确对全部6个背涂样品进行了TGA和LOI；R500来自Table 5。 本配方Table 5的TGA residue以“–”报告，保留为缺失。,原文Table 5,原始论文全文,The Potential for Volatile Phosphorus-containing Flame Retardants in Textile Back-coatings,2007.0,10.1177/0734904107083553,https://journals.sagepub.com/doi/10.1177/0734904107083553,明确商业阻燃剂+360 g/m²商业棉布；与S5 350 g/m²非常接近,不是具体终端SKU；Fyrol 51/250的R500原文缺失。,否,2026-09-06
