<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
363,CTG0155,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",Z200,ZB-467 200 g/L,,,,,N2,,10,,400.0,,,,,,,,,,,,,,600.0,17.95,23.1,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
364,CTG0156,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",PSY,Rucoflam PSY-E,,,,,N2,,10,,391.0,,,,,,,,,,,,,,600.0,14.86,31.3,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
365,CTG0157,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",PSY-Z20,Rucoflam PSY-E + ZnB,,,,,N2,,10,,394.0,,,,,,,,,,,,,,600.0,12.17,24.4,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
366,CTG0158,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",PEK,Pekoflam PES,,,,,N2,,10,,397.0,,,,,,,,,,,,,,600.0,12.67,33.8,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
367,CTG0159,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",PEK-Z25,Pekoflam PES + 25% replacement by ZnB,,,,,N2,,10,,398.0,,,,,,,,,,,,,,600.0,11.94,33.5,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
368,CTG0160,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",PEK-Z50,Pekoflam PES + 50% replacement by ZnB,,,,,N2,,10,,401.0,,,,,,,,,,,,,,600.0,10.29,31.0,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
369,CTG0161,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot,control,,,,,air,,,,290.0,,,339.0,461.0,,,,,,,,,,400.0,21.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
370,CTG0162,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot-(ws),water-soaked,,,,,air,,,,313.0,,,339.0,469.0,,,,,,,,,,400.0,13.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
371,CTG0163,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/GM-APTS,GM-APTS,,,,,air,,,,275.0,,,310.0,486.0,,,,,,,,,,400.0,40.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
372,CTG0164,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/GM-APTS_PL(N2/O2),GM-APTS + plasma/UV,,,,,air,,,,281.0,,,306.0,486.0,,,,,,,,,,400.0,38.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
373,CTG0165,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/GM-APTS (ws),GM-APTS + water-soak,,,,,air,,,,285.0,,,313.0,490.0,,,,,,,,,,400.0,14.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
374,CTG0166,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/GM-APTS_PL(N2/O2)-(ws),GM-APTS + plasma/UV + water-soak,,,,,air,,,,287.0,,,313.0,489.0,,,,,,,,,,400.0,15.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
375,CTG0167,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DAP-urea-APTS,DAP-urea-APTS,,,,,air,,,,270.0,,,313.0,524.0,,,,,,,,,,400.0,49.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
376,CTG0168,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DAP-urea-APTS_PL(N2/O2),DAP-urea-APTS + plasma/UV,,,,,air,,,,291.0,,,312.0,511.0,,,,,,,,,,400.0,50.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
377,CTG0169,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DAP-urea-APTS (ws),DAP-urea-APTS + water-soak,,,,,air,,,,287.0,,,313.0,489.0,,,,,,,,,,400.0,33.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
378,CTG0170,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DAP-urea-APTS_PL(N2/O2) (ws),DAP-urea-APTS + plasma/UV + water-soak,,,,,air,,,,285.0,,,313.0,490.0,,,,,,,,,,400.0,31.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
379,CTG0171,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DBAP,DBAP,,,,,air,,,,189.0,,,291.0,504.0,,,,,,,,,,400.0,35.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
380,CTG0172,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot_PL(Ar/CO2)_DBAP,Ar/CO2 plasma + DBAP,,,,,air,,,,196.0,,,293.0,497.0,,,,,,,,,,400.0,32.6,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
381,CTG0173,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot P(Ar/CO2)_DBAP,plasma + DBAP,,,,,air,,,,188.0,,,293.0,495.0,,,,,,,,,,400.0,30.5,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
382,CTG0174,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DBAP-(ws),DBAP + water-soak,,,,,air,,,,307.0,,,332.0,476.0,,,,,,,,,,400.0,14.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
383,CTG0175,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot_PL(Ar/CO2)_DBAP-(ws),plasma + DBAP + water-soak,,,,,air,,,,300.0,,,330.0,490.0,,,,,,,,,,400.0,16.4,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
384,CTG0176,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot P(Ar/CO2)_DBAP (ws),plasma + DBAP + water-soak,,,,,air,,,,303.0,,,330.0,472.0,,,,,,,,,,400.0,12.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
385,CTG0177,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DBAP_P(N2/CO2)-(ws),DBAP + N2/CO2 plasma + water-soak,,,,,air,,,,281.0,,,306.0,490.0,,,,,,,,,,400.0,23.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
386,CTG0178,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot/DBAP_PL(N2/CO2) (ws),DBAP + plasma/UV + water-soak,,,,,air,,,,285.0,,,319.0,489.0,,,,,,,,,,400.0,19.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
387,CTG0179,commercial,,,C-真实棉织物高密度TG,DAP/urea/APTS/DBAP + plasma/UV,棉,织物,cotton fabric,Cot_PL(Ar/CO2)_DBAP_PL(N2/O2)-(ws),multi-plasma/UV DBAP + water-soak,,,,,air,,,,292.0,,,322.0,489.0,,,,,,,,,,400.0,15.0,,是,否,是,The Effect of Combined Atmospheric Plasma/UV Treatments on Improving the Durability of Flame Retardants Applied to Cotton,2022.0,原始论文开放全文,10.3390/molecules27248737,https://www.mdpi.com/1420-3049/27/24/8737,原文Table 8,原文以空气热氧化TGA为主；未在当前表中强行补未核验的起止温度/流量。
388,CTG0180,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,AF,uncoated AF,,,,,N2,50.0,10,387.3,,,,461.1,,,,,,,,,,,800.0,51.2,31.4,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
389,CTG0181,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,PUA/AF-1,PUA coating; OP550 loading in coating=0 wt%,,,,,N2,50.0,10,271.3,,,,324.4,,,,,,,,,,,800.0,22.9,20.9,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
390,CTG0182,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,PUA/AF-2,PUA coating; OP550 loading in coating=21.9 wt%,,,,,N2,50.0,10,238.1,,,,351.1,,,,,,,,,,,800.0,33.4,26.5,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
391,CTG0183,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,PUA/AF-3,PUA coating; OP550 loading in coating=24.1 wt%,,,,,N2,50.0,10,233.9,,,,340.2,,,,,,,,,,,800.0,31.6,26.9,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
392,CTG0184,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,PUA/AF-4,PUA coating; OP550 loading in coating=25.9 wt%,,,,,N2,50.0,10,227.2,,,,340.9,,,,,,,,,,,800.0,33.1,27.4,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
393,CTG0185,commercial,,,C-真实meta-aramid织物体系,meta-aramid + flame-retardant PUA,芳纶,织物,meta-aramid fabric,PUA/AF-5,PUA coating; OP550 loading in coating=27.6 wt%,,,,,N2,50.0,10,218.9,,,,345.8,,,,,,,,,,,800.0,32.9,27.8,是,是,是,Multifunctional Meta-Aramid Fabrics Enhanced with Inherent Flame-Retardant Polyurea Coatings,2025.0,原始论文全文,10.3390/polym17111529,https://www.mdpi.com/2073-4360/17/11/1529,原文Table 2 + Table 3,不是具体商业SKU；作为meta-aramid处理状态参照。
394,CTG0186,commercial,,,C-真实棉织物涂层体系,chitosan/melamine phosphate coating,棉,织物,cotton fabric,Control,Control,,,,,,,,,300.0,,,348.0,,,1.13,,,,,,,,750.0,0.3,,是,否,是,Preparation of highly efficient chitosan-based flame retardant coatings with good antibacterial properties for cotton fabrics,2022.0,原始论文,10.1016/j.porgcoat.2021.106627,https://www.sciencedirect.com/science/article/pii/S0300944021004987,原文Table 5（出版社题名核验；公开文档镜像表格）,最大失重速率单位在当前文本镜像中排版损坏，数值保留但速率单位暂不填。
395,CTG0187,commercial,,,C-真实棉织物涂层体系,chitosan/melamine phosphate coating,棉,织物,cotton fabric,MP30,MP30,,,,,,,,,298.0,,,375.0,,,0.78,,,,,,,,750.0,20.9,,是,否,是,Preparation of highly efficient chitosan-based flame retardant coatings with good antibacterial properties for cotton fabrics,2022.0,原始论文,10.1016/j.porgcoat.2021.106627,https://www.sciencedirect.com/science/article/pii/S0300944021004987,原文Table 5（出版社题名核验；公开文档镜像表格）,最大失重速率单位在当前文本镜像中排版损坏，数值保留但速率单位暂不填。
396,CTG0188,commercial,,,C-真实棉织物涂层体系,chitosan/melamine phosphate coating,棉,织物,cotton fabric,nCH30,nCH30,,,,,,,,,291.0,,,378.0,,,0.58,,,,,,,,750.0,19.8,,是,否,是,Preparation of highly efficient chitosan-based flame retardant coatings with good antibacterial properties for cotton fabrics,2022.0,原始论文,10.1016/j.porgcoat.2021.106627,https://www.sciencedirect.com/science/article/pii/S0300944021004987,原文Table 5（出版社题名核验；公开文档镜像表格）,最大失重速率单位在当前文本镜像中排版损坏，数值保留但速率单位暂不填。
