<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.1039/D1RA06573D,,,,36.4,0 laundering cycles,,,,,,,,,,,39.7,,,,,433.0,232.0,260.0,,,,,,,,,N2,B20260921-090,,,,regenerated cellulose (lyocell),,,yes,Open full text: TGA Table 3 + LOI Table 4; TGA 40–800 °C at 10 °C/min in air and nitrogen. FR-lyocell sample preparation explicitly uses PNPG 120 g/L.,,,10.0,RSC Advances,"TG table labels the treated state as FR-lyocell; Methods §2.3 defines that analytical sample using PNPG 120 g/L, so LOI is paired to the 120 g/L 0-LC state only.",,lyocell,fabric,,,,,,,,,,,FR-lyocell-120,data/incoming/verified_web_batch_20260921_b7.csv,Methods §2.3–2.4; Tables 3–4,"Enhancing the flame retardancy of lyocell fabric finished with an efficient, halogen-free flame retardant",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9042939/,,,,,,,,,"PNPG (neopentyl glycol/phosphoric acid/urea flame retardant), 120 g/L","immerse in finishing liquid at 70 °C, bath ratio 1:35, 3 h; wet pickup ~60%; cure 165 °C 7 min",FR treated,,,,2021.0,A,10.1039/d1ra06573d||FR-lyocell-120||N2||10.0
,10.1080/15440478.2022.2145405,,,,54.0,as prepared / 0 wash,,,,,,,,,,,12.51,,,,,373.0,71.0,266.0,,,,,,,,,air,B20260921-092,,,,lyocell/cotton blended fabric,,,yes,Open article/PDF: numerical TG Table 3 (air) and flammability section; TGA 30–800 °C at 10 °C/min. FR-L/C LOI reported as 54%.,,,10.0,Journal of Natural Fibers,"Exact lyocell/cotton blend ratio not transcribed because it was not explicit in the accessible excerpt. Control LOI is left blank; the paper only states a general ~18% cotton reference in the introduction, not a measured control-fabric LOI.",,lyocell/cotton blend,fabric,,,,,,,,,,,FR-L/C fabric,data/incoming/verified_web_batch_20260921_b7.csv,TGA methods; Table 3; flammability/washing-durability section,Flame-Retardant and Washable Finishing of Lyocell/Cotton Blended Fabrics Using Eco-Friendly Creatinine O-Phosphate,,https://www.tandfonline.com/doi/full/10.1080/15440478.2022.2145405,,,,,,,,,"creatinine O-phosphate (COP) P/N flame retardant; finishing formulation includes COP, urea, dicyandiamide and phosphoric acid",dip/pad-dry-cure finishing; source reports repeated finishing process and chemical grafting through P–O–C bonds,FR treated,,,,2023.0,A,10.1080/15440478.2022.2145405||FR-L/C fabric||air||10.0
,10.1016/j.arabjc.2023.105497,,,,24.4,as prepared,,,,,,,30.8,,,,,273.8,,,333.6,,,324.6,,,,,,,,,N2,B20260921-093,,,,silk fabric,,,yes,"Open full text numerical TG Table 2; TGA/DTA under N2 and air, 20 mL/min, 10 °C/min. Untreated LOI is explicitly 24.4%; treated 60 g/L MRPs LOI is reported only as >27.0%, so no point estimate is entered.",20.0,,10.0,Arabian Journal of Chemistry,,,silk,crepe de Chine fabric,,,,,,,,,,,Untreated silk,data/incoming/verified_web_batch_20260921_b8.csv,Methods §2.3–2.4; Results §3.3 and Table 2 in §3.5,Enhancing flame retardant and wrinkle-resistant performances of silk fabric with bio-based Maillard reaction products between glucose and poly(glutamic acid),,https://arabjchem.org/enhancing-flame-retardant-and-wrinkle-resistant-performances-of-silk-fabric-with-bio-based-maillard-reaction-products-between-glucose-and-polyglutamic-acid/,,,,,,,,,,,untreated,,,,2024.0,A,10.1016/j.arabjc.2023.105497||Untreated silk||N2||10.0
,10.1016/j.arabjc.2023.105497,,,,24.4,as prepared,,,,,,,5.7,,,,,271.9,,,346.5,,,325.2,,,,,,,,,air,B20260921-095,,,,silk fabric,,,yes,"Open full text numerical TG Table 2; TGA/DTA under N2 and air, 20 mL/min, 10 °C/min. Untreated LOI is explicitly 24.4%; treated 60 g/L MRPs LOI is reported only as >27.0%, so no point estimate is entered.",20.0,,10.0,Arabian Journal of Chemistry,,,silk,crepe de Chine fabric,,,,,,,,,,,Untreated silk,data/incoming/verified_web_batch_20260921_b8.csv,Methods §2.3–2.4; Results §3.3 and Table 2 in §3.5,Enhancing flame retardant and wrinkle-resistant performances of silk fabric with bio-based Maillard reaction products between glucose and poly(glutamic acid),,https://arabjchem.org/enhancing-flame-retardant-and-wrinkle-resistant-performances-of-silk-fabric-with-bio-based-maillard-reaction-products-between-glucose-and-polyglutamic-acid/,,,,,,,,,,,untreated,,,,2024.0,A,10.1016/j.arabjc.2023.105497||Untreated silk||air||10.0
,10.3390/fib6020031,,,,18.9,untreated,,,,20.0,,0.5,,,,,,,,,,,60.0,330.0,450.0,,,,,0.0,,413.0,air,B20260921-097,,,1.0,80% viscose / 20% linen,commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 1 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 1 untreated||air||10.0
,10.3390/fib6020031,,,,28.4,FR/Plasma/UV before 40 °C water soak,,,,39.0,,15.0,,,,,,,,,,,147.0,334.0,500.0,,,,,13.8,,413.0,air,B20260921-098,,,1.0,80% viscose / 20% linen,commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 1 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 1 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,22.8,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,33.0,,8.0,,,,,,,,,,,67.0,320.0,496.0,,,,,13.8,,413.0,air,B20260921-099,,,1.0,80% viscose / 20% linen,commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 1 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 1 FR/MLSE after water soak||air||10.0
,10.3390/fib6020031,,,,19.3,untreated,,,,19.0,,0.6,,,,,,,,,,,57.0,330.0,453.0,,,,,0.0,,417.0,air,B20260921-100,,,2.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 2 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 2 untreated||air||10.0
,10.3390/fib6020031,,,,29.8,FR/Plasma/UV before 40 °C water soak,,,,37.0,,13.0,,,,,,,,,,,91.0,333.0,500.0,,,,,12.7,,417.0,air,B20260921-101,,,2.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 2 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 2 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,24.7,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,31.0,,7.0,,,,,,,,,,,79.0,317.0,494.0,,,,,12.7,,417.0,air,B20260921-102,,,2.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 2 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 2 FR/MLSE after water soak||air||10.0
,10.3390/fib6020031,,,,19.0,untreated,,,,20.0,,1.0,,,,,,,,,,,64.0,335.0,454.0,,,,,0.0,,406.0,air,B20260921-103,,,3.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 3 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 3 untreated||air||10.0
,10.3390/fib6020031,,,,29.7,FR/Plasma/UV before 40 °C water soak,,,,38.0,,14.0,,,,,,,,,,,89.0,333.0,500.0,,,,,12.1,,406.0,air,B20260921-104,,,3.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 3 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 3 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,22.5,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,31.0,,6.0,,,,,,,,,,,78.0,326.0,500.0,,,,,12.1,,406.0,air,B20260921-105,,,3.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 3 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 3 FR/MLSE after water soak||air||10.0
,10.3390/fib6020031,,,,18.8,untreated,,,,20.0,,1.0,,,,,,,,,,,62.0,336.0,454.0,,,,,0.0,,421.0,air,B20260921-106,,,4.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 4 untreated,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 4 untreated||air||10.0
,10.3390/fib6020031,,,,29.6,FR/Plasma/UV before 40 °C water soak,,,,42.0,,19.0,,,,,,,,,,,168.0,294.0,498.0,,,,,8.5,,421.0,air,B20260921-107,,,4.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 4 FR/MLSE before water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"pad/dry then MLSE plasma/UV on both sides; 2 kW plasma, 95% N2/5% CO2, 650 mJ excimer laser, 20 m/min",FR + plasma/UV treated,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 4 FR/MLSE before water soak||air||10.0
,10.3390/fib6020031,,,,23.2,"FR/Plasma/UV after 40 °C, 30 min water soak",,,,34.0,,10.0,,,,,,,,,,,85.0,320.0,497.0,,,,,8.5,,421.0,air,B20260921-108,,,4.0,viscose/flax cellulosic blend (viscose-majority; exact ratio unspecified),commercial,,yes,"Peer-reviewed study; values transcribed from open author preprint matching Fibers 2018 article. TGA 50–700 °C in air at 10 °C/min; LOI ASTM D2863. Tables 1–3 provide commercial fabric construction/add-on, LOI, and TGA values.",,,10.0,Fibers,"Except fabric 1 (80/20 viscose/linen), exact viscose/flax blend ratios were not disclosed. Source labels the 5% mass-loss temperature as Tonset; stored as T5_C for cross-study semantic consistency. Initial FR add-on is retained for post-soak rows although actual retained add-on after soaking was not quantified.",,viscose/flax blend,woven twill,,,,,,,,,,,Commercial fabric 4 FR/MLSE after water soak,data/incoming/verified_web_batch_20260921_b9_commercial_furnishing.csv,"Methods §2.1, §2.4; Tables 1–3",Environmentally Sustainable Flame Retardant Surface Treatments for Textiles: The Potential of a Novel Atmospheric Plasma/UV Laser Technology,,https://www.preprints.org/manuscript/201804.0094/v1/download,,,,,,,,,proprietary phosphorus- and nitrogen-containing FR formulation,"same FR/MLSE treatment followed by 40 °C, 30 min water soak",FR + plasma/UV treated + water soaked,,,,2018.0,A,10.3390/fib6020031||Commercial fabric 4 FR/MLSE after water soak||air||10.0
